,nom,numPmu,age,sexe,race,statut,oeilleres,proprietaire,entraineur,deferre,driver,driverChange,robe,indicateurInedit,musique,nombreCourses,nombreVictoires,nombrePlaces,gainsParticipant,nomPere,nomMere,ordreArrivee,jumentPleine,engagement,supplement,handicapDistance,handicapPoids,poidsConditionMonteChange,tempsObtenu,reductionKilometrique,allure,course_id,participant_id,incident,placeCorde,urlCasaque,ecurie,tauxReclamation,nomPereMere,poidsConditionMonte,distanceChevalPrecedent,eleveur
194,URSULE DE TOUZAINE,6,7,HONGRES,PUR-SANG,PARTANT,SANS_OEILLERES,MME A. JANDARD/S. EVENO,S.EVENO,0,B.GELHAY,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)Ah3h(13)4s(12)8hAh,5,0,2,"{'gainsCarriere': 356500, 'gainsVictoires': 0, 'gainsPlace': 356500, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 252000}",Shaanmer,Ballerose,0,False,False,0,0,660,False,0,0,GALOP,10,194,TOMBE,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R2/C2/P6.gif,0,0.0,Balleroy,640.0,0,MME ANDREE JANDARD
195,SAYTINE,7,6,FEMELLES,PUR-SANG,PARTANT,SANS_OEILLERES,F.DELORD,F.LAGARDE,0,A.MERCUROL,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)3sDc6s(13)Ah7s5sAhTs,10,0,2,"{'gainsCarriere': 525500, 'gainsVictoires': 0, 'gainsPlace': 525500, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 476000}",Limnos,The in,0,False,False,0,0,650,False,0,0,GALOP,10,195,TOMBE,0.0,https://turfinfo.pmucdn.fr/casaques/01012015/R2/C2/P7.gif,0,0.0,Scribe,0.0,0,MR BERNARD DE FONCLARE
196,FLORANA G,1,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Dirk Grusdas,D. Grusdas,0,D. SPANGENBERG,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)1a2a2a8a1a2a1a1a1a,0,0,0,"{'gainsCarriere': 780000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,1,False,False,0,1900,0,False,152600,80300,TROT,17,196,0,1.0,0,0,0.0,0,0.0,0,0
197,FORREST GUMP,2,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,U. Mommert,W. Nimczyk,DEFERRE_ANTERIEURS_POSTERIEURS,M. NIMCZYK,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)1a3a4a1a7a3aDa7a2a,0,0,0,"{'gainsCarriere': 1061200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,2,False,False,0,1900,0,False,0,0,TROT,17,197,0,2.0,0,0,0.0,0,0.0,0,0
198,BIRTA,3,9,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Nicole Stempel,N. Stempel,0,MME N. STEMPEL,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)5a8a9a6aDaDa3a5a2a,0,0,0,"{'gainsCarriere': 1099200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Gazouillis,Navette,8,False,False,0,1900,0,False,0,0,TROT,17,198,0,3.0,0,0,0.0,0,0.0,0,0
199,EMMA PEEL,4,6,FEMELLES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,Frank Britz,F. Britz,0,TH. Heinzig,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)4a8a3a2a3a6a4a4a3a,0,0,0,"{'gainsCarriere': 1099200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Islero de bellouet,Kelredgina,0,False,False,0,1900,0,False,0,0,TROT,17,199,NON_PARTANT,4.0,0,0,0.0,0,0.0,0,0
200,LADY MAREN,5,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall Valdivia,D. Wagner,0,D. WAGNER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)1a1a4aDa2a2a3a5a2a,0,0,0,"{'gainsCarriere': 1137000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,5,False,False,0,1900,0,False,0,0,TROT,17,200,0,5.0,0,0,0.0,0,0.0,0,0
201,SHITAN,6,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Gerhard Bohmker,U. Pfeiffer,DEFERRE_POSTERIEURS,A. LOMBARDO,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)3a4a5a3a8a5a2a1a3a,0,0,0,"{'gainsCarriere': 1157000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,6,False,False,0,1900,0,False,0,0,TROT,17,201,0,6.0,0,0,0.0,0,0.0,0,0
202,FLORISSA,7,9,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Wietske Lubisch,M. Zwiener,0,M. ZWIENER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)Da4a5a8a4a5a5a5aDa,0,0,0,"{'gainsCarriere': 1206200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,7,False,False,0,1900,0,False,0,0,TROT,17,202,0,7.0,0,0,0.0,0,0.0,0,0
203,STOLEN IN AMERICA,8,6,HONGRES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,Hans Dilger,J. Sparber,0,J. SPARBER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)4a5a3a3aDaDa6a2a3a,0,0,0,"{'gainsCarriere': 1252900, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1900,0,False,0,0,TROT,17,203,NON_PARTANT,8.0,0,0,0.0,0,0.0,0,0
204,SUNSHINE LANE,9,4,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,P. Maleitzke,H. Wewering,0,H. WEWERING,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)3a5a2aDa5a3aDa1a5a,0,0,0,"{'gainsCarriere': 1261500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Gazouillis,Navette,3,False,False,0,1900,0,False,0,0,TROT,17,204,0,9.0,0,0,0.0,0,0.0,0,0
205,ROSENSTOLZ,10,4,FEMELLES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,Stall Blau-Weiss,H. Voutilainen,0,TH. TIETZ,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)1a6a1a1a1a2aDa2aDa,0,0,0,"{'gainsCarriere': 1348600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1900,0,False,0,0,TROT,17,205,NON_PARTANT,10.0,0,0,0.0,0,0.0,0,0
206,ROCK OF GIBRALTAR,11,6,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Active Horse Service,M. Esper,0,M. ESPER,False,"{'code': '099', 'libelleCourt': 'INDET', 'libelleLong': 'INDETERMINE'}",False,(14)3a2a2aDa6a9a5a1a1a,0,0,0,"{'gainsCarriere': 1351100, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Gazouillis,Navette,4,False,False,0,1900,0,False,0,0,TROT,17,206,0,11.0,0,0,0.0,0,0.0,0,0
207,REGALE BY PASS,1,5,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Eberhard Thees,D. Wagner,0,D. WAGNER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)1a8a2a1a5a2a4a(13)Da,0,0,0,"{'gainsCarriere': 582500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Ready cash,Lady flower,3,False,False,0,1900,0,False,0,0,TROT,20,207,0,1.0,0,0,0.0,0,0.0,0,0
208,TRIUMPHATOR,2,12,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,E. Jahrisch,F. Veit,0,F. VEIT,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)DaDa7a5aDaDa6aDa5a,0,0,0,"{'gainsCarriere': 621400, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1900,0,False,0,0,TROT,20,208,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,2.0,0,0,0.0,0,0.0,0,0
209,LANTINO,3,6,HONGRES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,Stall Olympus,D. Grusdas,0,TH. TIETZ,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)6a5a4a2a8a9a4aDa2a,0,0,0,"{'gainsCarriere': 734800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1900,0,False,0,0,TROT,20,209,NON_PARTANT,3.0,0,0,0.0,0,0.0,0,0
210,UVAN ROWER,4,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Jens Arkenau,A. Arkenau,0,H. WEWERING,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)6a1aDaDa4aDa7a(10)Da,0,0,0,"{'gainsCarriere': 801800, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1900,0,False,0,0,TROT,20,210,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,4.0,0,0,0.0,0,0.0,0,0
211,GIANT ECK,5,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall GESVEA,D. Grusdas,0,J. SPARBER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)2a5a2a2a4a3aDa2a5a,0,0,0,"{'gainsCarriere': 806600, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1900,0,False,0,0,TROT,20,211,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,5.0,0,0,0.0,0,0.0,0,0
212,DEX BUITENZORG,6,5,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall Jill,K. Hellwig,DEFERRE_POSTERIEURS,M. NIMCZYK,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)8a4a6a3a2a9a3aDa4a,0,0,0,"{'gainsCarriere': 817500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Ready cash,Lady flower,0,False,False,0,1900,0,False,0,0,TROT,20,212,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,6.0,0,0,0.0,0,0.0,0,0
213,JULIUS SOUTHWIND,7,5,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Hans-Joach. Ganschow,M. Esper,0,M. ESPER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)Da1a2a1a2aDaDa1a2a,0,0,0,"{'gainsCarriere': 831500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,2,False,False,0,1900,0,False,0,0,TROT,20,213,0,7.0,0,0,0.0,0,0.0,0,0
214,TRINE SIMONI,8,5,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,R. Rohrl,M. Zwiener,0,M. ZWIENER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)6a4a0a7aDa5a3a6a4a,0,0,0,"{'gainsCarriere': 846500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Islero de bellouet,Kelredgina,6,False,False,0,1900,0,False,0,0,TROT,20,214,0,8.0,0,0,0.0,0,0.0,0,0
215,SUPER TRADER,9,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall Radde,K. Werner,0,K. WERNER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)2a3a4a3a1a5a2a5a4a,0,0,0,"{'gainsCarriere': 861000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Baccarat du pont,Fichtre,1,False,False,0,1900,0,False,151600,79800,TROT,20,215,0,9.0,0,0,0.0,0,0.0,0,0
216,CHARLYN BES,10,7,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Bernd Schrodl,B. Schrodl,0,B. SCHRODL,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)DaDa2a1a2a2a1a6a0a,0,0,0,"{'gainsCarriere': 899500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",0,0,0,False,False,0,1900,0,False,0,0,TROT,20,216,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,10.0,0,0,0.0,0,0.0,0,0
217,BLUEBERRY SANTANA,11,6,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Johann Lenz,M. Honemann,0,PH. CATERNBERG,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)Da7a2a3a7a3a8aDa4a,0,0,0,"{'gainsCarriere': 953400, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Islero de bellouet,Kelredgina,5,False,False,0,1900,0,False,0,0,TROT,20,217,0,11.0,0,0,0.0,0,0.0,0,0
218,BUTTERFLY BOSHOEVE,12,7,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Wiebe D. Landman,D. Grusdas,0,D. SPANGENBERG,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)5a6a3a5aDaDa7a4a8a,0,0,0,"{'gainsCarriere': 962700, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Gazouillis,Navette,4,False,False,0,1900,0,False,0,0,TROT,20,218,0,12.0,0,0,0.0,0,0.0,0,0
219,NEEDYOU DIAMANT,1,8,FEMELLES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall M.S.Diamanten,A. Schwarz,0,M. NIMCZYK,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)1a2aDa1a1aDaDa4a1a,0,0,0,0,0,0,1,False,False,0,1900,0,False,151300,79600,TROT,19,219,0,1.0,0,0,0.0,0,0.0,0,0
220,YORAN FRISIA,2,10,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Max Eisenreich,D. Grusdas,0,MME J. ERTEL,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)5a1a6a3a2m3a6a0aDm,0,0,0,0,Ready cash,Lady flower,8,False,False,0,1900,0,False,0,0,TROT,19,220,0,2.0,0,0,0.0,0,0.0,0,0
221,SPICY A.,3,5,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Tim Hahn,D. Grusdas,0,D. SPANGENBERG,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)3a1a1a5a1a1a3a2a1a,0,0,0,0,0,0,2,False,False,0,1900,0,False,0,0,TROT,19,221,0,3.0,0,0,0.0,0,0.0,0,0
222,IT'S AMAZING,4,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Roman Matzky,R. Matzky,0,R. MATZKY,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)Da0a(13)4aDa1a1a2aDa,0,0,0,0,Ready cash,Lady flower,6,False,False,0,1900,0,False,0,0,TROT,19,222,0,4.0,0,0,0.0,0,0.0,0,0
223,ZATOPEK DRAGON,5,9,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Dragon Trotters BV,M. Esper,0,A. LOMBARDO,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)4a4a3a6a2a8a5a6a,0,0,0,0,Ready cash,Lady flower,7,False,False,0,1900,0,False,0,0,TROT,19,223,0,5.0,0,0,0.0,0,0.0,0,0
224,NOT TO BI,6,8,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall Team Neuhof,D. Grusdas,DEFERRE_ANTERIEURS_POSTERIEURS,TH. TIETZ,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)3a1a1aDa5a5aDa1a2a,0,0,0,0,0,0,3,False,False,0,1900,0,False,0,0,TROT,19,224,0,6.0,0,0,0.0,0,0.0,0,0
225,REALLY,7,10,HONGRES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,Nicolas Winter,M. Zwiener,DEFERRE_ANTERIEURS_POSTERIEURS,M. ZWIENER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)5a6a3a4a3a1a4a6m6m,0,0,0,0,0,0,0,False,False,0,1900,0,False,0,0,TROT,19,225,NON_PARTANT,7.0,0,0,0.0,0,0.0,0,0
226,NEW GENERATION,8,6,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Reinhold Rohrl,H. Wewering,0,H. WEWERING,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)2a3a1a5a2a1a9a3a1a,0,0,0,0,Gazouillis,Navette,4,False,False,0,1900,0,False,0,0,TROT,19,226,0,8.0,0,0,0.0,0,0.0,0,0
227,PATHOS OM,9,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Sophia Raschat,J. Sparber,DEFERRE_ANTERIEURS_POSTERIEURS,J. SPARBER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)6a3a6a7a7a6a4a1a8a,0,0,0,0,0,0,5,False,False,0,1900,0,False,0,0,TROT,19,227,0,9.0,0,0,0.0,0,0.0,0,0
228,EDINA,10,9,FEMELLES,TROTTEUR FRANCAIS,NON_PARTANT,SANS_OEILLERES,Marg. Follmer,M. Esper,DEFERRE_ANTERIEURS,M. ESPER,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)6a2a1a1a3a2a1a2a7a,0,0,0,0,Ready cash,Lady flower,0,False,False,0,1900,0,False,0,0,TROT,19,228,NON_PARTANT,10.0,0,0,0.0,0,0.0,0,0
229,VIEUX MANOIR,1,6,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Edelbert Ohmer,E. Ohmer,0,D. Spangenberg,False,"{'code': '079', 'libelleCourt': 'BAI BR', 'libelleLong': 'BAI BRUN  (pour France Galop)      Noir pan (pour SECF)'}",False,(14)6aDa3a4a8a2a2a2a6a,0,0,0,"{'gainsCarriere': 1365200, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Sancho panca,Lady lindon,3,False,False,0,2000,0,False,0,0,TROT,22,229,0,0.0,0,0,0.0,0,0.0,0,0
230,UXAN DE CRESCY,2,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall Birkenhain,V. Frahm,0,B. HAGEN,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)3a6a4a9a5a6a4a3m6a,36,2,25,"{'gainsCarriere': 1887000, 'gainsVictoires': 80000, 'gainsPlace': 1287000, 'gainsAnneeEnCours': 381700, 'gainsAnneePrecedente': 401300}",Montecatini,Jalousie de meaux,7,False,False,0,2000,0,False,0,0,TROT,22,230,0,0.0,0,0,0.0,0,0.0,0,0
231,TRAP MAX,3,8,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Margot Ohmer,E. Ohmer,0,E. OHMER,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)2a7aDaDa5a7a0a7a2a,34,4,17,"{'gainsCarriere': 2621400, 'gainsVictoires': 711700, 'gainsPlace': 1619500, 'gainsAnneeEnCours': 797700, 'gainsAnneePrecedente': 296500}",Gazouillis,Navette,2,False,False,0,2000,0,False,0,0,TROT,22,231,0,0.0,0,0,0.0,0,0.0,0,0
232,UNIQUE ATOUT,4,7,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stal de Groningers,H.A.J. Grift,0,M. ZWIENER,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)1a6a4a2a6aDa2a(13)6a,0,0,0,"{'gainsCarriere': 2979300, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Cygnus d'odyssee,Geline d'atout,4,False,False,0,2000,0,False,0,0,TROT,22,232,0,0.0,0,0,0.0,0,0.0,0,0
233,TOUT OU RIEN,5,8,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Stall Just Race,J. Sparber,0,J. SPARBER,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)1aDa1aDa2a2a1aDa2a,0,0,0,"{'gainsCarriere': 3395000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Lagon,Laura caline,0,False,False,0,2000,0,False,0,0,TROT,22,233,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,0,0.0,0,0.0,0,0
234,SUGAR MAX,6,9,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Wilhelm Eckhoff,V. Frahm,0,H. Wewering,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)4a5a6a3a4a4a5a6a5m,0,0,0,"{'gainsCarriere': 4553000, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Melchior jet,Kerjane,6,False,False,0,2000,0,False,0,0,TROT,22,234,0,0.0,0,0,0.0,0,0.0,0,0
235,VIOLET,7,6,MALES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Jack G.H.de Jong,A. Posthumus,DEFERRE_ANTERIEURS,M. SCHMID,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(14)2a0a1aDa3a(13)9a,0,0,0,"{'gainsCarriere': 8310500, 'gainsVictoires': 0, 'gainsPlace': 0, 'gainsAnneeEnCours': 0, 'gainsAnneePrecedente': 0}",Love you,La rouge,1,False,False,0,2020,0,False,157100,77800,TROT,22,235,0,0.0,0,0,0.0,0,0.0,0,0
236,PERROS VALIERE,8,12,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Palm Beach Sp. GmbH,E. Ohmer,DEFERRE_ANTERIEURS_POSTERIEURS,A. LOMBARDO,False,"{'code': '021', 'libelleCourt': 'BAI F.', 'libelleLong': 'BAI FONCE'}",False,(14)Da9a0a(12)8a(14)DaDa,113,8,54,"{'gainsCarriere': 9918700, 'gainsVictoires': 5600000, 'gainsPlace': 4318700, 'gainsAnneeEnCours': 13700, 'gainsAnneePrecedente': 0}",Kepi vert,Helena du clos,0,False,False,0,2020,0,False,0,0,TROT,22,236,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,0,0.0,0,0.0,0,0
237,PELICANO QUICK,9,12,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Christian Tausent,P. Heitmann,0,P. HEITMANN,False,"{'code': '056', 'libelleCourt': 'NOIR', 'libelleLong': 'NOIR'}",False,(14)5a8a7a5a8a1a3a2a5a,91,16,36,"{'gainsCarriere': 22611000, 'gainsVictoires': 14600000, 'gainsPlace': 7493500, 'gainsAnneeEnCours': 284500, 'gainsAnneePrecedente': 1119000}",Baccarat du pont,Fichtre,5,False,False,0,2020,0,False,0,0,TROT,22,237,0,0.0,0,0,0.0,0,0.0,0,0
238,RADJAH GOUSSERIE,10,10,HONGRES,TROTTEUR FRANCAIS,PARTANT,SANS_OEILLERES,Kenneth de Poorter,H.A.J. Grift,0,M. NIMCZYK,False,"{'code': '020', 'libelleCourt': 'BAI', 'libelleLong': 'BAI'}",False,(11)7aDaDaDmDa7m(10)4m,73,18,24,"{'gainsCarriere': 24732500, 'gainsVictoires': 17741000, 'gainsPlace': 6991500, 'gainsAnneeEnCours': 836500, 'gainsAnneePrecedente': 447000}",Jag de bellouet,Jalna gousserie,0,False,False,0,2020,0,False,0,0,TROT,22,238,DISQUALIFIE_POUR_ALLURE_IRREGULIERE,0.0,0,0,0.0,0,0.0,0,0
